millis,x_1,y_1,z_1,x_2,y_2,z_2
140674,8.33,-2.28,5.77,2.60,-9.31,2.88
140725,8.20,-2.26,5.53,2.70,-9.21,2.36
140749,8.11,-2.27,5.76,2.62,-9.21,2.51
140800,8.11,-2.24,5.86,2.59,-9.21,2.79
140823,8.12,-2.33,5.98,2.60,-9.14,2.78
140874,8.15,-2.23,5.93,2.54,-9.24,2.65
140899,8.11,-2.25,5.75,2.69,-9.37,2.75
140950,8.16,-2.23,5.85,2.69,-9.28,3.34
140975,8.18,-2.25,5.59,2.74,-9.21,2.73
140999,7.97,-2.28,5.68,2.77,-9.29,2.84
141049,8.09,-2.23,5.81,2.64,-9.27,2.47
141074,8.06,-2.26,5.64,2.83,-9.25,2.94
141124,8.13,-2.25,5.74,2.62,-9.26,3.07
141148,8.03,-2.29,5.91,2.46,-9.21,2.31
141200,8.12,-2.28,5.76,2.77,-9.30,2.77
141224,8.07,-2.23,5.89,2.69,-9.17,2.49
141275,8.21,-2.23,5.91,2.61,-9.26,3.13
141299,8.09,-2.35,5.81,2.57,-9.25,3.11
141349,7.99,-2.28,5.73,2.70,-9.25,2.88
141374,8.07,-2.26,5.79,2.57,-9.24,3.17
141424,8.09,-2.34,5.80,2.73,-9.35,2.68
141449,8.10,-2.35,5.88,2.63,-9.09,2.70
141474,8.20,-2.29,5.72,2.87,-9.19,2.63
141524,8.15,-2.22,5.87,2.61,-9.19,2.97
141548,8.19,-2.28,5.85,2.63,-9.18,2.60
141599,8.20,-2.34,5.78,2.76,-9.32,2.92
141624,8.22,-2.28,5.67,2.58,-9.09,2.49
141674,8.07,-2.23,5.78,2.76,-9.32,3.03
141700,8.23,-2.23,5.75,2.77,-9.21,2.39
141750,8.23,-2.26,5.91,2.50,-9.16,2.79
141774,8.20,-2.35,5.76,2.69,-9.20,2.79
141825,7.96,-2.25,5.61,2.69,-9.22,3.11
141849,8.08,-2.24,5.66,2.69,-9.21,2.86
141874,8.12,-2.33,5.71,2.54,-9.30,2.69
141924,8.18,-2.24,5.80,2.59,-9.15,2.83
141949,8.08,-2.26,5.63,2.54,-9.29,2.70
142000,8.21,-2.27,5.56,2.73,-9.28,2.95
142024,8.06,-2.23,5.40,2.56,-9.18,2.79
142074,8.07,-2.27,5.38,2.57,-9.20,2.81
142099,8.07,-2.23,5.72,2.62,-9.15,2.87
142149,8.18,-2.27,6.01,2.64,-9.21,2.80
142175,8.16,-2.24,5.70,2.70,-9.31,2.79
142225,8.15,-2.23,5.97,2.61,-9.27,3.13
142249,8.23,-2.26,5.61,2.66,-9.30,2.64
142274,8.05,-2.25,5.60,2.80,-9.33,2.81
142324,8.08,-2.25,5.72,2.65,-9.20,2.77
142349,8.11,-2.24,5.87,2.66,-9.24,2.57
142399,8.19,-2.21,5.88,2.59,-9.18,3.02
142425,8.27,-2.23,5.77,2.60,-9.26,2.45
142475,8.25,-2.28,5.58,2.66,-9.19,2.79
142499,8.14,-2.27,5.90,2.56,-9.27,2.93
142550,8.08,-2.31,5.69,2.54,-9.13,2.91
142574,8.25,-2.21,5.86,2.68,-9.28,2.88
142624,8.13,-2.28,5.69,2.60,-9.16,2.77
142649,8.13,-2.29,5.79,2.61,-9.19,2.89
142674,8.19,-2.29,5.65,2.77,-9.19,2.78
142725,8.08,-2.29,5.73,2.68,-9.20,3.01
142749,8.13,-2.27,5.52,2.68,-9.21,2.67
142799,8.06,-2.27,5.70,2.72,-9.25,2.95
142824,8.16,-2.22,5.79,2.80,-9.35,2.75
142874,8.14,-2.31,5.83,2.77,-9.21,2.98
142899,8.19,-2.26,5.77,2.68,-9.22,2.92
142950,8.23,-2.33,6.02,2.53,-9.20,2.96
142974,8.28,-2.23,5.78,2.76,-9.19,2.78
143025,8.21,-2.31,5.88,2.54,-9.29,2.55
143049,8.01,-2.28,5.77,2.69,-9.23,2.42
143075,8.13,-2.27,5.61,2.54,-9.22,2.82
143124,7.95,-2.29,5.78,2.57,-9.26,2.80
143149,8.20,-2.28,5.76,2.59,-9.36,2.86
143200,8.10,-2.33,5.58,2.58,-9.16,2.80
143224,8.16,-2.27,5.81,2.65,-9.21,2.79
143275,8.11,-2.24,5.86,2.62,-9.19,2.68
143299,8.10,-2.28,5.63,2.60,-9.15,2.77
143349,8.20,-2.20,6.07,2.70,-9.22,2.96
143374,8.19,-2.26,5.64,2.61,-9.29,2.73
143425,8.25,-2.32,5.74,2.71,-9.23,2.67
143450,8.06,-2.25,5.61,2.79,-9.23,2.93
143475,8.15,-2.34,5.76,2.49,-9.28,3.07
143524,8.17,-2.27,5.80,2.77,-9.25,2.75
143549,8.07,-2.26,5.80,2.54,-9.24,2.40
143599,8.14,-2.20,5.65,2.78,-9.26,2.36
143624,8.21,-2.29,5.56,2.78,-9.39,2.69
143675,8.04,-2.34,5.93,2.69,-9.26,2.48
143699,8.11,-2.29,5.95,2.65,-9.16,2.65
143750,8.06,-2.29,5.65,2.74,-9.21,3.10
143774,8.06,-2.22,5.60,2.86,-9.28,2.95
143824,8.09,-2.27,5.98,2.79,-9.23,2.92
143849,8.19,-2.23,5.56,2.72,-9.26,2.85
143898,8.19,-2.32,5.95,2.70,-9.25,2.84
143925,8.22,-2.30,5.66,2.78,-9.27,2.96
143949,8.08,-2.28,5.75,2.70,-9.28,2.79
144000,8.17,-2.22,5.91,2.68,-9.34,2.60
144024,8.06,-2.28,5.90,2.57,-9.17,2.87
144074,8.10,-2.37,5.75,2.63,-9.16,2.62
144099,8.12,-2.24,5.77,2.63,-9.38,2.88
144149,8.11,-2.27,5.71,2.46,-9.24,2.75
144175,8.04,-2.26,5.84,2.66,-9.18,2.84
144225,8.11,-2.24,5.76,2.82,-9.21,2.84
144249,8.05,-2.31,5.67,2.79,-9.16,2.34
144299,8.05,-2.28,5.75,2.62,-9.26,2.68
144324,8.20,-2.33,5.91,2.65,-9.10,2.49
144349,8.17,-2.29,5.90,2.91,-9.33,2.82
144399,8.26,-2.21,5.76,2.50,-9.24,2.74
144424,8.12,-2.27,5.62,2.87,-9.15,2.79
144475,8.20,-2.30,5.46,2.58,-9.37,3.07
144499,8.14,-2.31,5.62,2.80,-9.20,2.68
144549,8.19,-2.32,5.73,2.74,-9.27,2.67
144574,8.12,-2.21,5.79,2.69,-9.28,3.04
144624,8.17,-2.26,5.73,2.58,-9.28,2.43
144649,8.15,-2.29,5.88,2.63,-9.26,2.63
144699,8.11,-2.27,5.59,2.62,-9.29,2.72
144724,8.11,-2.26,5.50,2.56,-9.20,2.56
144749,8.09,-2.26,5.72,2.63,-9.29,3.04
144799,8.18,-2.22,5.64,2.56,-9.38,2.81
144824,8.22,-2.22,5.63,2.52,-9.19,2.82
144874,8.15,-2.15,5.69,2.71,-9.19,2.88
144900,8.12,-2.29,5.71,2.57,-9.22,2.94
144950,8.15,-2.25,5.73,2.70,-9.16,2.90
144974,8.15,-2.37,5.76,2.72,-9.23,2.79
145025,8.26,-2.21,5.63,2.55,-9.34,2.84
145049,8.27,-2.26,5.83,2.61,-9.21,2.94
145098,8.08,-2.25,5.83,2.58,-9.18,2.85
145124,8.24,-2.20,5.83,2.72,-9.31,2.69
145149,8.07,-2.23,5.68,2.66,-9.38,2.73
145200,8.11,-2.34,5.64,2.72,-9.25,2.91
145224,8.15,-2.17,5.55,2.56,-9.23,2.79
145274,8.07,-2.28,5.94,2.63,-9.22,2.79
145299,8.22,-2.21,5.67,2.62,-9.17,2.67
145349,8.06,-2.28,5.80,2.68,-9.24,2.69
145374,8.17,-2.24,5.78,2.66,-9.28,2.44
145425,8.25,-2.25,5.74,2.70,-9.21,2.76
145449,8.09,-2.20,5.52,2.65,-9.26,2.55
145499,8.19,-2.28,5.52,2.60,-9.12,2.74
145524,8.19,-2.34,5.67,2.68,-9.17,2.84
145573,8.03,-2.27,5.82,2.63,-9.17,2.97
145599,8.18,-2.22,5.75,2.65,-9.19,2.63
145624,8.11,-2.27,5.77,2.79,-9.19,2.64
145675,8.19,-2.30,5.80,2.73,-9.33,2.53
145699,8.23,-2.34,5.81,2.70,-9.15,2.98
145750,8.09,-2.27,5.70,2.55,-9.19,2.83
145774,8.20,-2.27,5.83,2.63,-9.31,2.76
145824,8.16,-2.28,5.80,2.61,-9.17,2.54
145849,8.11,-2.18,5.68,2.57,-9.25,2.97
145898,8.16,-2.31,5.71,2.74,-9.24,2.93
145925,7.96,-2.38,5.77,2.75,-9.29,2.89
145974,8.14,-2.25,5.73,2.67,-9.19,2.56
145999,8.14,-2.21,5.60,2.70,-9.13,2.79
146024,8.13,-2.32,5.58,2.72,-9.26,2.76
146074,8.22,-2.15,5.67,2.68,-9.19,3.05
146099,8.10,-2.21,5.75,2.63,-9.12,2.47
146150,8.12,-2.28,5.79,2.66,-9.17,2.65
146174,8.19,-2.37,5.86,2.65,-9.23,2.78
146224,8.20,-2.21,5.85,2.45,-9.26,3.10
146249,8.18,-2.28,5.81,2.55,-9.26,2.88
146298,8.17,-2.28,5.83,2.59,-9.24,3.03
146324,8.20,-2.30,5.99,2.59,-9.30,3.02
146373,8.20,-2.33,5.98,2.70,-9.27,2.81
146399,8.13,-2.32,5.69,2.67,-9.16,2.79
146424,8.16,-2.28,5.88,2.50,-9.14,2.88
146475,8.15,-2.13,5.64,2.65,-9.21,2.91
146499,8.00,-2.34,5.95,2.75,-9.30,2.64
146549,8.19,-2.27,5.75,2.50,-9.09,2.90
146574,8.00,-2.22,5.68,2.57,-9.27,2.72
146623,8.17,-2.24,5.59,2.60,-9.22,2.99
146650,8.07,-2.35,5.76,2.67,-9.29,2.77
146699,8.16,-2.24,5.80,2.74,-9.21,2.89
146724,8.14,-2.25,5.58,2.79,-9.16,2.70
146774,8.03,-2.29,5.63,2.68,-9.26,2.76
146799,8.17,-2.29,5.58,2.68,-9.15,2.76
146824,8.18,-2.31,5.55,2.77,-9.29,2.89
146874,8.11,-2.31,5.84,2.70,-9.24,2.97
146899,8.14,-2.30,5.78,2.67,-9.20,2.62
146950,8.17,-2.26,5.80,2.65,-9.29,2.62
146974,8.11,-2.35,5.89,2.72,-9.24,2.93
147023,8.20,-2.28,5.76,2.70,-9.22,2.34
147049,8.22,-2.28,5.81,2.65,-9.27,2.96
147098,8.25,-2.32,5.80,2.62,-9.24,2.89
147124,8.24,-2.28,5.90,2.65,-9.23,2.72
147174,8.22,-2.25,5.75,2.62,-9.20,2.71
147200,8.20,-2.36,5.83,2.67,-9.19,3.00
147224,8.15,-2.24,5.65,2.57,-9.23,2.89
147274,8.14,-2.24,5.89,2.58,-9.22,2.64
147299,8.07,-2.20,5.96,2.67,-9.30,3.04
147349,8.15,-2.28,5.82,2.58,-9.20,2.79
147375,8.13,-2.22,5.90,2.63,-9.23,2.49
147424,8.27,-2.26,5.53,2.61,-9.25,2.79
147449,8.13,-2.36,5.89,2.72,-9.24,2.82
147499,8.20,-2.27,5.76,2.64,-9.27,3.04
147524,8.10,-2.28,5.75,2.53,-9.15,2.63
147573,8.28,-2.28,5.77,2.74,-9.27,3.14
147599,8.15,-2.24,5.35,2.69,-9.23,2.76
147624,8.13,-2.30,5.85,2.47,-9.11,2.57
147675,8.15,-2.26,5.67,2.64,-9.31,3.14
147699,8.09,-2.27,5.66,2.67,-9.17,2.95
147749,8.14,-2.32,5.68,2.47,-9.25,2.66
147774,8.20,-2.33,5.83,2.67,-9.27,2.83
147823,8.14,-2.30,5.65,2.53,-9.23,2.76
147849,8.10,-2.29,5.94,2.45,-9.23,3.12
147899,8.18,-2.38,5.77,2.71,-9.14,2.76
147924,8.21,-2.34,5.77,2.83,-9.27,2.81
147974,8.04,-2.36,5.65,2.59,-9.21,2.88
147999,8.08,-2.21,5.63,2.73,-9.27,3.05
148048,8.10,-2.28,5.84,2.86,-9.26,2.84
148074,8.04,-2.22,5.72,2.71,-9.21,2.71
148099,8.11,-2.17,5.87,2.63,-9.27,2.70
148150,8.12,-2.28,5.70,2.63,-9.29,3.10
148174,8.24,-2.29,5.69,2.72,-9.30,2.65
148224,8.19,-2.27,5.77,2.58,-9.29,2.54
148249,8.11,-2.31,5.58,2.69,-9.20,3.15
148298,8.02,-2.30,5.73,2.50,-9.24,2.60
148324,8.07,-2.26,5.76,2.67,-9.19,2.50
148373,8.19,-2.28,5.86,2.71,-9.29,2.69
148400,8.23,-2.27,5.66,2.51,-9.23,2.68
148449,8.07,-2.26,5.89,2.63,-9.24,3.17
148474,8.13,-2.28,5.89,2.58,-9.26,3.13
148499,8.23,-2.29,5.84,2.84,-9.19,2.78
148548,8.01,-2.26,5.93,2.75,-9.15,2.75
148574,8.09,-2.29,5.67,2.58,-9.18,2.65
148623,8.14,-2.29,5.75,2.66,-9.14,3.06
148649,8.21,-2.22,5.72,2.67,-9.33,2.87
148699,8.14,-2.26,5.78,2.56,-9.25,2.92
148724,8.12,-2.37,5.36,2.53,-9.21,2.97
148773,8.10,-2.29,5.71,2.73,-9.34,2.70
148799,8.05,-2.27,5.76,2.62,-9.25,3.04
148848,8.07,-2.24,5.50,2.63,-9.36,2.72
148875,8.15,-2.30,6.00,2.62,-9.19,2.64
148899,8.14,-2.25,5.70,2.60,-9.22,2.75
148948,8.11,-2.30,5.86,2.60,-9.20,2.70
148974,8.15,-2.23,5.76,2.58,-9.24,2.82
149023,8.09,-2.28,5.60,2.71,-9.21,2.57
149049,8.09,-2.27,5.75,2.51,-9.26,2.88
149098,8.06,-2.22,5.40,2.67,-9.21,2.81
149125,8.12,-2.28,5.86,2.73,-9.18,2.91
149174,8.17,-2.28,5.83,2.57,-9.34,3.05
149199,8.22,-2.24,5.67,2.46,-9.19,2.82
149249,8.19,-2.28,5.52,2.77,-9.18,2.88
149274,8.15,-2.27,5.59,2.78,-9.21,2.76
149299,8.16,-2.37,5.97,2.46,-9.18,2.80
149348,8.27,-2.21,5.84,2.51,-9.25,3.18
149374,8.11,-2.28,5.78,2.54,-9.31,3.00
149424,8.21,-2.29,5.62,2.57,-9.21,2.79
149449,8.20,-2.26,5.86,2.77,-9.23,2.73
149498,8.17,-2.34,5.92,2.59,-9.19,2.56
149524,8.14,-2.29,5.86,2.56,-9.29,3.01
149573,8.11,-2.24,5.51,2.60,-9.16,2.94
149599,8.20,-2.31,5.69,2.81,-9.31,3.11
149649,8.17,-2.28,5.83,2.70,-9.32,2.77
149675,8.31,-2.26,5.62,2.76,-9.25,2.74
149699,8.19,-2.28,5.80,2.43,-9.21,2.92
149748,8.10,-2.19,5.85,2.70,-9.26,2.75
149774,8.19,-2.28,5.87,2.69,-9.18,2.76
149823,8.05,-2.25,5.70,2.79,-9.17,2.64
149850,8.13,-2.37,5.80,2.63,-9.25,2.74
149899,8.14,-2.28,5.56,2.66,-9.29,2.61
149924,8.19,-2.26,5.41,2.66,-9.16,2.77
149974,8.11,-2.25,5.40,2.61,-9.24,2.90
149999,8.08,-2.26,5.83,2.64,-9.28,2.55
150048,8.10,-2.26,5.78,2.69,-9.28,2.99
150074,8.13,-2.17,5.77,2.71,-9.28,2.84
150099,8.13,-2.25,5.82,2.61,-9.18,2.76
150149,8.16,-2.34,5.81,2.81,-9.20,3.12
150174,8.10,-2.28,5.66,2.62,-9.27,2.80
150223,8.04,-2.21,5.57,2.80,-9.24,2.67
150249,8.06,-2.21,5.59,2.67,-9.35,2.78
150298,8.18,-2.29,5.70,2.65,-9.16,2.82
150324,8.15,-2.28,5.46,2.63,-9.28,2.82
150374,8.10,-2.19,5.88,2.69,-9.28,2.98
150400,8.06,-2.30,5.67,2.62,-9.24,3.04
150449,8.07,-2.30,5.72,2.66,-9.19,2.89
150474,8.11,-2.27,5.57,2.57,-9.29,3.09
150524,8.20,-2.30,5.70,2.66,-9.18,2.56
150548,8.10,-2.27,5.94,2.72,-9.31,2.96
150574,8.12,-2.23,5.61,2.81,-9.30,2.77
150624,8.16,-2.21,5.71,2.68,-9.24,2.78
150649,8.14,-2.28,5.82,2.68,-9.23,2.76
150699,8.16,-2.21,5.48,2.54,-9.37,2.77
150724,8.23,-2.29,5.83,2.60,-9.18,2.89
150773,8.24,-2.31,5.65,2.82,-9.25,2.88
150799,8.21,-2.25,5.80,2.54,-9.23,2.81
150849,8.18,-2.26,5.60,2.64,-9.24,2.89
150874,8.13,-2.39,5.65,2.65,-9.15,2.75
150925,8.27,-2.31,5.81,2.85,-9.27,2.73
150948,8.28,-2.25,5.57,2.65,-9.29,3.30
150974,8.11,-2.27,5.72,2.59,-9.17,2.87
151023,8.20,-2.30,5.52,2.51,-9.18,2.74
151049,8.08,-2.28,5.69,2.70,-9.23,2.58
151098,8.22,-2.26,5.88,2.63,-9.15,3.03
151124,8.17,-2.32,5.89,2.86,-9.22,2.86
151175,8.03,-2.25,5.82,2.62,-9.39,2.70
151199,8.15,-2.28,5.56,2.53,-9.22,3.06
151249,8.06,-2.16,5.76,2.79,-9.25,2.63
151273,8.18,-2.23,5.67,2.70,-9.24,2.75
151324,8.28,-2.25,5.78,2.56,-9.19,3.03
151349,8.11,-2.27,5.63,2.71,-9.25,2.79
151374,8.13,-2.26,5.89,2.57,-9.22,2.66
151424,8.13,-2.26,5.88,2.68,-9.15,2.90
151449,8.08,-2.28,5.95,2.49,-9.19,2.96
151499,8.19,-2.30,5.90,2.86,-9.24,2.90
151524,8.14,-2.25,5.75,2.63,-9.19,2.78
151574,8.15,-2.22,5.76,2.78,-9.29,3.10
151600,8.20,-2.35,5.79,2.73,-9.27,2.70
151650,8.03,-2.26,5.61,2.53,-9.29,2.71
151673,8.26,-2.31,5.74,2.76,-9.30,3.05
151725,8.17,-2.27,5.77,2.81,-9.26,2.82
151748,8.15,-2.34,5.80,2.62,-9.16,2.73
151774,8.06,-2.23,5.70,2.66,-9.27,2.91
151824,7.98,-2.21,5.65,2.65,-9.22,2.68
151849,8.27,-2.20,5.35,2.59,-9.24,2.87
151900,8.11,-2.26,5.55,2.69,-9.27,2.86
151924,8.19,-2.23,5.81,2.66,-9.25,2.79
151974,8.10,-2.27,5.59,2.58,-9.24,2.70
151999,8.14,-2.23,5.95,2.76,-9.25,2.73
152049,8.26,-2.27,5.66,2.65,-9.19,2.63
152073,8.28,-2.32,5.48,2.75,-9.24,2.73
152125,8.12,-2.29,5.93,2.44,-9.25,2.79
152150,8.09,-2.26,5.57,2.65,-9.18,2.59
152174,8.06,-2.24,5.75,2.69,-9.25,2.79
152224,8.17,-2.26,5.79,2.79,-9.24,2.64
152249,8.12,-2.33,5.77,2.62,-9.32,3.02
152299,8.18,-2.30,5.66,2.78,-9.32,2.62
152324,8.22,-2.21,5.52,2.68,-9.23,2.52
152375,8.10,-2.27,5.62,2.75,-9.27,2.92
152399,8.19,-2.28,5.73,2.72,-9.17,2.85
152450,8.08,-2.30,5.72,2.51,-9.24,3.03
152473,8.19,-2.28,5.96,2.63,-9.32,2.96
152524,8.15,-2.24,5.75,2.65,-9.17,2.74
152548,8.02,-2.25,5.77,2.61,-9.32,3.07
152574,8.21,-2.24,5.79,2.67,-9.17,2.74
152625,8.10,-2.27,5.45,2.73,-9.24,2.63
152649,7.99,-2.24,5.57,2.69,-9.33,3.12
152699,8.14,-2.25,6.06,2.69,-9.31,2.83
152724,8.04,-2.27,5.58,2.63,-9.22,3.01
152774,8.18,-2.29,5.70,2.80,-9.22,2.79
152799,8.14,-2.28,5.57,2.51,-9.27,2.87
152850,8.12,-2.28,5.54,2.58,-9.19,2.95
152999,8.13,-2.33,6.04,2.44,-9.22,2.77
153024,8.14,-2.26,5.51,2.62,-9.29,2.85
153050,8.04,-2.24,5.81,2.56,-9.20,2.82
153074,8.27,-2.19,5.64,2.68,-9.29,2.82
153225,8.05,-2.18,5.87,2.71,-9.23,2.77
153249,8.14,-2.19,5.58,2.65,-9.20,2.59
153274,8.16,-2.22,5.69,2.61,-9.18,2.91
153299,8.19,-2.26,5.66,2.55,-9.24,2.83
153349,8.17,-2.31,5.87,2.65,-9.23,2.84
153374,8.07,-2.34,5.49,2.59,-9.30,2.88
153423,8.21,-2.25,6.02,2.77,-9.17,2.82
153449,8.20,-2.28,5.69,2.75,-9.20,2.70
153474,8.14,-2.23,5.80,2.82,-9.14,2.40
153525,8.17,-2.30,5.83,2.73,-9.24,2.72
153549,8.15,-2.23,5.59,2.76,-9.21,2.75
153600,8.22,-2.29,5.63,2.54,-9.21,3.02
153624,8.18,-2.25,5.89,2.64,-9.17,2.68
153673,8.14,-2.25,5.81,2.63,-9.23,2.77
153699,8.08,-2.28,5.80,2.48,-9.18,2.51
153748,8.14,-2.29,6.11,2.62,-9.31,2.45
153775,8.17,-2.25,5.51,2.66,-9.24,2.90
153824,8.22,-2.24,5.59,2.56,-9.22,3.00
153849,8.09,-2.28,5.58,2.65,-9.18,2.67
153874,8.12,-2.33,5.96,2.56,-9.24,2.97
153924,8.23,-2.39,5.89,2.73,-9.23,2.49
153949,8.25,-2.28,5.56,2.68,-9.20,2.70
153998,8.12,-2.21,5.45,2.56,-9.24,2.81
154024,8.10,-2.28,5.61,2.72,-9.29,2.85
154074,8.06,-2.28,5.90,2.77,-9.26,2.94
154099,8.03,-2.28,5.74,2.57,-9.21,3.25
154148,7.98,-2.27,5.65,2.84,-9.24,2.73
154174,8.15,-2.28,5.94,2.63,-9.19,2.78
154223,8.04,-2.31,5.83,2.70,-9.28,2.89
154249,8.18,-2.23,5.81,2.63,-9.26,2.69
154274,8.20,-2.29,5.83,2.63,-9.18,2.87
154324,8.07,-2.26,5.61,2.71,-9.21,2.74
154349,8.19,-2.31,5.74,2.66,-9.21,2.73
154398,8.09,-2.28,5.64,2.61,-9.16,2.87
154424,8.17,-2.28,5.88,2.55,-9.13,2.69
154473,8.07,-2.33,5.75,2.67,-9.25,2.63
154500,8.17,-2.31,6.02,2.79,-9.24,2.80
154549,8.27,-2.28,5.82,2.55,-9.25,2.87
154574,8.10,-2.28,5.65,2.63,-9.29,2.79
154624,8.02,-2.30,5.68,2.63,-9.31,3.05
154649,8.08,-2.27,5.49,2.68,-9.27,2.64
154698,8.21,-2.32,5.66,2.66,-9.22,2.96
154724,8.16,-2.22,5.57,2.69,-9.19,2.79
154749,8.07,-2.31,5.65,2.61,-9.26,2.67
154799,8.14,-2.23,5.76,2.79,-9.22,2.94
154824,8.20,-2.26,5.83,2.48,-9.20,2.63
154873,8.11,-2.35,5.71,2.77,-9.22,2.95
154899,8.25,-2.21,5.98,2.60,-9.21,2.67
154948,8.17,-2.27,5.82,2.46,-9.35,2.87
154974,8.10,-2.34,5.80,2.56,-9.11,2.90
155024,8.20,-2.24,5.72,2.51,-9.25,3.05
155049,8.22,-2.28,5.67,2.56,-9.23,2.60
155099,8.21,-2.27,5.84,2.79,-9.28,2.79
155124,8.24,-2.37,5.56,2.68,-9.14,3.22
155149,8.08,-2.19,5.80,2.67,-9.18,2.91
155198,8.08,-2.24,5.84,2.66,-9.24,2.65
155225,8.11,-2.33,5.88,2.63,-9.13,2.85
155274,8.19,-2.23,5.76,2.77,-9.14,2.66
155299,8.13,-2.30,5.83,2.75,-9.26,2.77
155348,8.23,-2.26,5.92,2.59,-9.27,2.82
155374,8.09,-2.28,5.64,2.41,-9.18,2.79
155423,8.06,-2.22,5.71,2.74,-9.24,2.90
155449,8.17,-2.27,5.97,2.64,-9.20,2.74
155499,8.18,-2.35,5.67,2.52,-9.33,3.01
155524,8.23,-2.21,5.87,2.78,-9.25,2.70
155549,8.06,-2.24,5.55,2.56,-9.24,2.75
155598,8.18,-2.26,5.75,2.62,-9.35,2.79
155624,8.02,-2.31,5.95,2.61,-9.26,2.85
155673,8.22,-2.34,5.86,2.69,-9.28,2.81
155699,8.07,-2.26,5.68,2.53,-9.10,2.73
155749,8.29,-2.24,5.75,2.65,-9.19,2.92
155774,8.09,-2.26,5.39,2.73,-9.18,2.97
155824,8.11,-2.25,5.90,2.64,-9.16,2.64
155849,8.20,-2.21,5.56,2.61,-9.24,2.69
155898,8.18,-2.21,5.86,2.69,-9.27,2.96
155924,8.26,-2.19,5.81,2.73,-9.24,2.75
155949,8.09,-2.33,5.83,2.65,-9.21,2.83
155999,8.22,-2.34,5.62,2.68,-9.15,2.92
156024,8.23,-2.20,5.57,2.56,-9.11,2.60
156073,8.12,-2.36,5.68,2.66,-9.27,2.83
156099,8.22,-2.21,5.71,2.73,-9.30,2.88
156148,8.28,-2.31,5.72,2.79,-9.23,2.58
156174,8.16,-2.26,5.91,2.59,-9.24,2.67
156223,8.08,-2.28,5.95,2.54,-9.24,3.10
156250,8.14,-2.32,5.92,2.65,-9.18,2.60
156299,8.16,-2.33,5.63,2.72,-9.22,2.85
156323,8.00,-2.37,5.87,2.63,-9.30,2.60
156349,8.11,-2.28,5.64,2.71,-9.15,2.71
156398,8.03,-2.32,5.62,2.65,-9.25,2.85
156424,8.12,-2.26,5.58,2.61,-9.20,2.93
156473,8.13,-2.28,5.88,2.58,-9.24,2.63
156499,8.26,-2.21,5.63,2.67,-9.21,2.56
156549,8.23,-2.24,5.71,2.66,-9.23,2.86
156574,8.22,-2.24,5.58,2.86,-9.19,2.88
156623,8.09,-2.28,5.80,2.71,-9.21,2.87
156649,8.20,-2.28,5.84,2.54,-9.27,3.07
156699,8.20,-2.22,5.88,2.59,-9.23,2.84
156724,8.13,-2.28,5.67,2.53,-9.21,2.75
156749,8.12,-2.27,5.87,2.54,-9.20,2.64
156798,8.27,-2.27,5.77,2.60,-9.19,2.89
156824,8.05,-2.22,5.62,2.56,-9.31,2.65
156873,8.15,-2.24,5.64,2.61,-9.23,3.01
156899,8.11,-2.28,5.67,2.66,-9.20,3.10
156948,8.20,-2.20,6.09,2.68,-9.26,3.13
156975,8.19,-2.23,5.55,2.69,-9.28,2.56
157024,8.21,-2.27,5.84,2.66,-9.21,2.95
157049,8.08,-2.33,5.83,2.57,-9.28,3.15
157100,8.20,-2.32,5.57,2.61,-9.25,3.09
157123,8.20,-2.28,5.80,2.72,-9.20,2.84
157174,8.05,-2.29,5.76,2.62,-9.18,3.09
157199,8.06,-2.18,5.48,2.68,-9.27,2.91
157224,8.20,-2.18,5.85,2.56,-9.30,2.54
157274,8.13,-2.32,5.79,2.64,-9.23,2.88
157299,8.08,-2.24,6.25,2.64,-9.26,2.62
157348,8.08,-2.28,5.86,2.53,-9.24,2.80
157374,8.11,-2.29,5.58,2.60,-9.21,3.02
157424,8.12,-2.16,5.41,2.46,-9.28,2.82
157449,8.07,-2.28,5.52,2.68,-9.19,2.73
157500,8.17,-2.27,5.86,2.46,-9.28,2.50
157523,8.13,-2.32,5.66,2.72,-9.23,2.82
157575,8.11,-2.28,6.00,2.58,-9.28,2.62
157598,8.16,-2.29,5.74,2.56,-9.22,2.96
157624,8.17,-2.28,5.79,2.75,-9.23,2.50
157673,8.09,-2.25,5.87,2.66,-9.21,2.92
157699,8.23,-2.24,5.59,2.57,-9.37,2.87
157750,8.18,-2.28,5.77,2.59,-9.24,3.08
157774,8.14,-2.26,5.42,2.71,-9.31,2.70
157825,8.11,-2.29,5.42,2.61,-9.30,2.48
157849,8.02,-2.35,5.90,2.52,-9.28,2.59
157899,8.22,-2.23,5.97,2.63,-9.22,2.68
157923,8.15,-2.29,5.68,2.54,-9.18,2.64
157975,8.07,-2.22,5.96,2.67,-9.18,2.84
157999,7.98,-2.26,5.68,2.62,-9.18,2.83
158024,8.18,-2.26,5.84,2.77,-9.34,2.88
158073,8.05,-2.25,5.64,2.61,-9.21,2.69
158099,8.12,-2.27,5.62,2.61,-9.27,2.93
158149,8.14,-2.31,5.74,2.78,-9.35,2.79
158174,8.27,-2.30,5.81,2.61,-9.24,2.80
158225,8.17,-2.37,5.92,2.62,-9.17,2.89
158249,8.15,-2.28,5.70,2.67,-9.13,3.07
158300,8.14,-2.25,5.53,2.70,-9.22,2.77
158323,8.09,-2.30,5.62,2.66,-9.28,3.02
